410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000004020,Marine Avenue-Hawthorn Gardens (NE-Bound),twradpwj,Marine Avenue-Hawthorn Gardens,On Island Junction Hawthorn Gardens,Marine Avenue,NE-Bound,NE,Monkseaton,Whitley Bay,Monkseaton
410000004019,Marine Avenue-Hollywell Avenue (NE-Bound),twradpwg,Marine Avenue-Hollywell Avenue,30m Outside Junction Hollywell Avenue,Marine Avenue,NE-Bound,NE,Monkseaton,Whitley Bay,Monkseaton
410000005078,Marine Avenue-Marine Court (SW-Bound),twragjda,Marine Avenue-Marine Court,Opposite Marine Court West,Marine Avenue,SW-Bound,SW,Whitley Bay,,Whitley Bay
410000016976,Marine Drive-Hastings Club (S-Bound),twrdmdaw,Marine Drive-Hastings Club,Outside Hastings Club,Marine Drive,S-Bound,S,Hebburn,,Hebburn
410000016139,Marine Drive-Monkton Lane (S-Bound),twrdjptw,Marine Drive-Monkton Lane,Outside The Hastings Club,Marine Drive,S-Bound,S,Hebburn,,Hebburn
410000016140,Marine Drive-Rhyl Parade (E-Bound),twrdjpwa,Marine Drive-Rhyl Parade,East Of Rhyl Parade,Marine Drive,E-Bound,E,Hebburn,,Hebburn
410000016142,Marine Drive-School (SW-Bound),twrdjpwg,Marine Drive-School,Outside Lukes Lane County Infants School,Marine Drive,SW-Bound,SW,Hebburn,,Hebburn
410000025984,Marine Walk (S-Bound),twrjamw,Marine Walk,,Marine Walk,S-Bound,S,Roker,,Roker
410000066554,Mariville West (N-Bound),twrjdadt,Mariville West,,Mariville West,N-Bound,N,Ryhope Village,,Ryhope Village
410000014054,Market Lane-Bank Foot (W-Bound),twrawmgp,Market Lane-Bank Foot,Outiside Health Centre,Market Lane,W-Bound,W,Dunston,Gateshead,Dunston
410000014057,Market Lane-Beverley Drive (W-Bound),twrawmja,Market Lane-Beverley Drive,Outside Beverley Drive,Market Lane,W-Bound,W,Swalwell,Gateshead,Swalwell
410000014063,Market Lane-Cemetery (SE-Bound),twrawmjw,Market Lane-Cemetery,Opposite Dunston Garden House Cemetery,Market Lane,SE-Bound,SE,Swalwell,Gateshead,Swalwell
410000014056,Market Lane-Cemetery (W-Bound),twrawmgw,Market Lane-Cemetery,Outside Dunston Garden House Cemetery,Market Lane,W-Bound,W,Swalwell,Gateshead,Swalwell
410000014952,Market Lane-Millers Lane (W-Bound),twrdapma,Market Lane-Millers Lane,West Of Methodist Church,MARKET LANE,W-Bound,W,Swalwell,Gateshead,Swalwell
410000014061,Market Lane-New Fire Station (E-Bound),twrawmjp,Market Lane-New Fire Station,Opposite Market Lane Methodist Church,MARKET LANE,E-Bound,E,Swalwell,Gateshead,Swalwell
410000014062,Market Lane-Old Fire Station (E-Bound),twrawmjt,Market Lane-Old Fire Station,60m South East Of Fire Station,Market Lane,E-Bound,E,Swalwell,Gateshead,Swalwell
410000014064,Market Lane-School (E-Bound),twrawmpa,Market Lane-School,Outside Kingsmeadow Comprehensive School,Market Lane,E-Bound,E,Dunston,Gateshead,Dunston
410000014055,Market Lane-School (NW-Bound),twrawmgt,Market Lane-School,Opposite Kingsmeadow Comprehensive School,Market Lane,NW-Bound,NW,Dunston,Gateshead,Dunston
410000031061,Market Place (E-Bound),twrgjmaw,Market Place,Opposite The Jolly Farmers Public House,Market Place,E-Bound,E,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000031070,Market Place (W-Bound),twrgjmga,Market Place,Outside The Jolly Farmers Public House,Market Place,W-Bound,W,Houghton-le-Spring,Sunderland,Houghton-Le-Spring
410000023044,Marlborough Road (E-Bound),twrdtjap,Marlborough Road,Opposite Waterloo Walk,Marlborough Road,E-Bound,E,Sulgrave,Washington,Sulgrave
410000023047,Marlborough Road (N-Bound),twrdtjda,Marlborough Road,Opposite Usworth Grange Primary School,Marlborough Road,N-Bound,N,Sulgrave,Washington,Sulgrave
410000023048,Marlborough Road (S-Bound),twrdtjdg,Marlborough Road,Outside Usworth Grange Primary School,Marlborough Road,S-Bound,S,Sulgrave,Washington,Sulgrave
410000023043,Marlborough Road (W-Bound),twrdtjam,Marlborough Road,50m East Of St Michael And All Angel Church,Marlborough Road,W-Bound,W,Sulgrave,Washington,Sulgrave
410000000088,Marley Hill Primary School (N-Bound),twrgtpwa,Marley Hill Primary School,Outside Marley Hill Primary School,Church Street,N-Bound,N,Marley Hill,Gateshead,Marley Hill
410000021908,Marquisway - Kingsway South (E-Bound),twrgwtdp, Marquisway - Kingsway South,Opposite Print Works,Marquisway,E-Bound,,Team Valley,Gateshead,Team Valley
410000042112,Marsden Lane - Prince Edward Road East (E-Bound),twrgmgdg,Marsden Lane - Prince Edward Road East,Outside The Marsden Inn Public House,Marsden Lane,E-Bound,E,Marsden,South Shields,Marsden
410000042089,Marsden Lane - Prince Edward Road East (W-Bound),twrgmdta,Marsden Lane - Prince Edward Road East,Opposite The Marsden Inn Public House,Marsden Lane,W-Bound,W,Marsden,South Shields,Marsden
410000042091,Marsden Lane-Fulwell Avenue (NW-Bound),twrgmdtg,Marsden Lane-Fulwell Avenue,Outside Fulwell Avenue Junction,Marsden Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000042110,Marsden Lane-Fulwell Avenue (SE-Bound),twrgmgaw,Marsden Lane-Fulwell Avenue,Opposite Fulwell Avenue Junction,Marsden Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000042090,Marsden Lane-Hampshire Way (NW-Bound),twrgmdtd,Marsden Lane-Hampshire Way,Opposite Hampshire Way Junction,Marsden Lane,NW-Bound,NW,Marsden,South Shields,Marsden
410000042111,Marsden Lane-Hampshire Way (SE-Bound),twrgmgda,Marsden Lane-Hampshire Way,Outside Hampshire Way Junction,Marsden Lane,SE-Bound,SE,Marsden,South Shields,Marsden
410000042132,Marsden Road-Barbour Avenue (SW-Bound),twrgmgmg,Marsden Road-Barbour Avenue,Opposite Marsden Baptist Church,Marsden Road,SW-Bound,SW,Horsley Hill,South Shields,Horsley Hill
410000042140,Marsden Road-Bulmer Road (NE-Bound),twrgmgpj,Marsden Road-Bulmer Road,Opposite Bulmer Road,Marsden Road,NE-Bound,NE,Harton,South Shields,Harton
410000042133,Marsden Road-Bulmer Road (SW-Bound),twrgmgmj,Marsden Road-Bulmer Road,Outside Aged Miners Homes,Marsden Road,SW-Bound,SW,Harton,South Shields,Harton
410000042138,Marsden Road-Harton House Road (NE-Bound),twrgmgpd,Marsden Road-Harton House Road,60m East Of The Ship Inn Public House,Marsden Road,NE-Bound,NE,Harton,South Shields,Harton
410000042139,Marsden Road-Moor Lane East (NE-Bound),twrgmgpg,Marsden Road-Moor Lane East,Opposite Moor Lane East,Marsden Road,NE-Bound,NE,Harton,South Shields,Harton
410000042134,Marsden Road-Moor Lane East (SW-Bound),twrgmgmp,Marsden Road-Moor Lane East,Outside Moor Lane East Junction,Marsden Road,SW-Bound,SW,Harton,South Shields,Harton
410000042141,Marsden Road-Tabernacle (NE-Bound),twrgmgpm,Marsden Road-Tabernacle,Outside Marsden Baptist Church,Marsden Road,NE-Bound,NE,Horsley Hill,South Shields,Horsley Hill
410000042135,Marsden Road-The Cloisters (SW-Bound),twrgmgmt,Marsden Road-The Cloisters,Opposite The Ship Inn Public House,Marsden Road,SW-Bound,SW,Harton,South Shields,Harton
410000017914,Masefield Drive (NW-Bound),twrgtada,Masefield Drive,Outside No.120/122 Masefield Drive,Masefield Drive,NW-Bound,NW,Biddick Hall,South Shields,Biddick Hall
410000017913,Masefield Drive (SE-Bound),twrgtdmd, Masefield Drive,Outside No.97 Masefield Drive,Masefield Drive,SE-Bound,SE,Biddick Hall,South Shields,Biddick Hall
410000017911,Masefield Drive-Burns Close (N-Bound),twrgtdjw,Masefield Drive-Burns Close,Outside Biddick Hall County Infants School,Masefield Drive,N-Bound,N,Biddick Hall,South Shields,Biddick Hall
410000017912,Masefield Drive-Burns Close (S-Bound),twrgtdma,Masefield Drive-Burns Close,Opposite Biddick Hall County Infants School,Masefield Drive,S-Bound,S,Biddick Hall,South Shields,Biddick Hall
410000017916,Masefield Drive-Number 36 (NE-Bound),twrgtdmj,Masefield Drive-Number 36,Outside No.36 Masefield Drive,Masefield Drive,NE-Bound,NE,Biddick Hall,South Shields,Biddick Hall
410000017915,Masefield Drive-Number 62 (S-Bound),twrgtdmg,Masefield Drive-Number 62,Opposite No.62 Masefield Drive,Masefield Drive,S-Bound,S,Biddick Hall,South Shields,Biddick Hall
410000005054,Mast Lane (E-Bound),twragdtd,Mast Lane,Outside 34 Mast Lane,Mast Lane,E-Bound,E,Cullercoats,Whitley Bay,Cullercoats
410000005058,Mast Lane (W-Bound),twragdtp,Mast Lane,Junction With Links Road,Mast Lane,W-Bound,W,Cullercoats,Whitley Bay,Cullercoats
410000009367,Matthew Bank-Beattie Avenue (N-Bound),twrapapt,Matthew Bank-Beattie Avenue,Opposite Jesmond Dene Nursery,Matthew Bank,N-Bound,N,South Gosforth,Newcastle upon Tyne,South Gosforth
410000009391,Matthew Bank-Beattie Avenue (S-Bound),twrapdaj,Matthew Bank-Beattie Avenue,Outside Jesmond Dene Nursery,Matthew Bank,S-Bound,S,South Gosforth,Newcastle upon Tyne,South Gosforth
410000009933,Maurice Road (NE-Bound),twrapgwm,Maurice Road,Outside Junction With Philiphaugh,Maurice Road,NE-Bound,NE,Walkerville,Newcastle upon Tyne,Walkerville
410000009934,Maurice Road (SW-Bound),twrapgwp,Maurice Road,75m East Of Waverdale Avenue,Maurice Road,SW-Bound,SW,Walkerville,Newcastle upon Tyne,Walkerville
410000017907,Mcanany Avenue (NE-Bound),twrgpwam,Mcanany Avenue,Outside Calver Court,Mcanany Avenue,NE-Bound,NE,Harton Moor,South Shields,Harton Moor
410000017908,Mcanany Avenue (W-Bound),twrgtdjd,Mcanany Avenue,Opposite Calver Court,Mcanany Avenue,W-Bound,W,Harton Moor,South Shields,Harton Moor
410000017905,Mcanany Avenue-Grindleford Court (NE-Bound),twrdmgta,Mcanany Avenue-Grindleford Court,Outside Grindleford Court,Mcanany Avenue,NE-Bound,NE,Harton Moor,South Shields,Harton Moor
410000017906,Mcanany Avenue-Grindleford Court (W-Bound),twrgtdjm,Mcanany Avenue-Grindleford Court,Opposite Grindleford Court,Mcanany Avenue,W-Bound,W,Harton Moor,South Shields,Harton Moor
410000010804,Mcnamara Road (E-Bound),twrjapjd,Mcnamara Road,Outside No 46 Mcnamara Road,Mcnamara Road,E-Bound,E,Howdon,,Howdon
4100010MS05A,Meadow Well (SW-Bound),twratjpd,Meadow Well,Playing Fields,Bridge Street South,SW-Bound,SW,Meadow Well,,Meadow Well
41000010MS05,Meadow Well Metro (E-Bound),twratjpa,Meadow Well Metro,Playing Fields,Bridge Street South,E-Bound,E,Meadow Well,,Meadow Well
410000009357,Meadway Estate (NE-Bound),twrapamp,Meadway Estate,Outside Rowan Court,Feetham Avenue,NE-Bound,NE,Forest Hall,Newcastle upon Tyne,Forest Hall
410000009356,Meadway-Mead Crescent (E-Bound),twrapamj,Meadway-Mead Crescent,Outside Ivy Road Playing Fields,Mead Way,E-Bound,E,Forest Hall,Newcastle upon Tyne,Forest Hall
410000009921,Meadway-Otterburn Close (E-Bound),twrgwmag,Meadway-Otterburn Close,Outside No. 31,Mead Way,E-Bound,E,Forest Hall,Newcastle upon Tyne,Forest Hall
410000022146,Medomsley Gardens (N-Bound),twrdpwgt,Medomsley Gardens,Outside No.3 Medomsley Gardens,Medomsley Gardens,N-Bound,N,Springwell Estate,Gateshead,Springwell Estate
410000016905,Melbourne Gardens (E-Bound),twrdmapg,Melbourne Gardens,East Of Brisbane Avenue Junction,Melbourne Gardens,E-Bound,E,Brockley Whins,South Shields,Brockley Whins
410000016226,Melbourne Gardens (W-Bound),twrdjwjt,Melbourne Gardens,East Of Brisbane Avenue Junction,Melbourne Gardens,W-Bound,W,Brockley Whins,South Shields,Brockley Whins
410000015642,Melbourne Street (E-Bound),twrdgwta,Melbourne Street,Opposite Marconi House,Melbourne Street,E-Bound,E,Newcastle upon Tyne,,Newcastle
410000024391,Meldon Road (N-Bound),twrdwpag,Meldon Road,Opposite The Vicarage/ St Lukes Church,Meldon Road,N-Bound,N,Pallion,,Pallion
410000000206,Melton Park Newlands Avenue (W-Bound),twrgtwta,Melton Park Newlands Avenue,Opposite No.65 Newlands Avenue,Newlands Avenue,W-Bound,W,Gosforth,Newcastle upon Tyne,Gosforth
410000015118,Meresyde Lingey Lane (E-Bound),twrdgada,Meresyde Lingey Lane,West Of Lingey Lane,Meresyde,E-Bound,E,Leam Lane,Gateshead,Leam Lane
410000015119,Meresyde Lingey Lane (W-Bound),twrdgadg,Meresyde Lingey Lane,West Of Lingey Lane,Meresyde,W-Bound,W,Leam Lane,Gateshead,Leam Lane
410000015116,Meresyde-Hallgarth (NE-Bound),twrdawtp,Meresyde-Hallgarth,Opposite Hallgarth,MERESYDE,NE-Bound,NE,Leam Lane,Gateshead,Leam Lane
410000015117,Meresyde-Lingshaw (E-Bound),twrdawtw,Meresyde-Lingshaw,Opposite Lingey House Junior And Infants School,Meresyde,E-Bound,E,Leam Lane,Gateshead,Leam Lane
410000015252,Meresyde-Longrigg (S-Bound),twrdgjmj,Meresyde-Longrigg,Outside Pathway To Oliver Henderson Park,Meresyde,S-Bound,S,Leam Lane,Gateshead,Leam Lane
410000015120,Meresyde-Stileford (W-Bound),twrdgadj,Meresyde-Stileford,Outside Lingey House Junior And Infants School,Meresyde,W-Bound,W,Leam Lane,Gateshead,Leam Lane
410000015929,Meresyde-Whinbrooke (N-Bound),twrdjadt,Meresyde-Whinbrooke,Opposite Whinbrooke Junction,Meresyde,N-Bound,N,Leam Lane,Gateshead,Leam Lane
410000024392,Merle Terrace (N-Bound),twrdwpaj,Merle Terrace,Outside Waverley Ter Leading To Pallion School,Merle Terrace,N-Bound,N,Pallion,,Pallion
410000024365,Merle Terrace (S-Bound),twrdwmjm,Merle Terrace,Opposite Waverley Ter Leading To Pallion School,Merle Terrace,S-Bound,S,Pallion,,Pallion
410000014964,Metro Oasis (NE-Bound),twrjatmt,Metro Oasis,Opposite Metro Oasis,Hollinside Road,NE-Bound,NE,Metrocentre,Gateshead,Metro Centre
410000014963,Metro Oasis (SW-Bound),twrjatmp,Metro Oasis,Outside Metro Oasis,Hollinside Road,SW-Bound,SW,Metrocentre,Gateshead,Metro Centre
41000014BR08,Metrocentre (E-Bound),twrdapmw,Metrocentre,Footbridge Leading To Metrocentre Shops,Scotswood View,E-Bound,E,Metrocentre,Gateshead,Metro Centre
4100014BR08A,Metrocentre (W-Bound),twrdapta,Metrocentre,Footbridge Leading To Metro Centre Shops,Scotswood View,W-Bound,W,Metrocentre,Gateshead,Metro Centre
41000014FS01,Metrocentre Bus Station (N-Bound),twrdaptg,Metrocentre Bus Station,Costco Warehouse,Mandela Way,N-Bound,N,Metrocentre,Gateshead,Metro Centre
410000014996,Metrocentre Coach Park (S-Bound),twrgwgtw,Metrocentre Coach Park,Outside Metrocentre Coach Park Entrance,Riverside Way,S-Bound,S,Metrocentre,Gateshead,Metro Centre
41000014META,Metrocentre Interchange (A),twrgwdjw,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,A,,Metrocentre,Gateshead,MetroCentre
41000014METB,Metrocentre Interchange (B),twrgtgdj,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,B,,Metrocentre,Gateshead,MetroCentre
41000014METC,Metrocentre Interchange (C),twrgtgjd,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,C,,Metrocentre,Gateshead,MetroCentre
41000014METD,Metrocentre Interchange (D),twrgwdma,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,D,,Metrocentre,Gateshead,MetroCentre
41000014METE,Metrocentre Interchange (E),twrgtgjm,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,E,,Metrocentre,Gateshead,MetroCentre
41000014METF,Metrocentre Interchange (F),twrgtgjg,Metrocentre Interchange,Metrocentre Opposite Rail Station,Scotswood View,F,,Metrocentre,Gateshead,MetroCentre
41000014METG,Metrocentre Interchange (G),twrgtgdw,Metrocentre Interchange,Metrocentre Interchange Opposite Rail Station,Scotswood View,G,,Metrocentre,Gateshead,MetroCentre
41000014METH,Metrocentre Interchange (H),twrgpjmp,Metrocentre Interchange,Metrocentre Interchange,Scotswood View,H,,Metrocentre,Gateshead,MetroCentre
41000014METJ,Metrocentre Interchange (J),twrgtgja,Metrocentre Interchange,Metrocentre Interchange,Scotswood View,J,,Metrocentre,Gateshead,MetroCentre
41000014METK,Metrocentre Interchange (K),twrgtgdt,Metrocentre Interchange,Metrocentre Interchange,Scotswood View,K,,Metrocentre,Gateshead,MetroCentre
41000014METL,Metrocentre Interchange (L),twrgtgdm,Metrocentre Interchange,Metrocentre Interchange,Scotswood View,L,,Metrocentre,Gateshead,MetroCentre
41000014METM,Metrocentre Interchange (M),twrgtgdp,Metrocentre Interchange,Metrocentre Interchange,Scotswood View,M,,Metrocentre,Gateshead,MetroCentre
41000010FS07,Middle Engine Lane (N-Bound),twrgtdta,Middle Engine Lane,Opposite The Stephenson Railway Museum,Middle Engine Lane,N-Bound,N,Silverlink,,Silver Link
410000010303,Middle Engine Lane Atmel (E-Bound),twratdgj,Middle Engine Lane Atmel,Opposite North East Tyre And Exhaust,Middle Engine Lane,E-Bound,E,Silverlink,,Silver Link
410000010308,Middle Engine Lane Atmel (W-Bound),twratdja,Middle Engine Lane Atmel,Outside North East Tyre And Exhaust,Middle Engine Lane,W-Bound,W,Silverlink,,Silver Link
410000010302,Middle Engine Lane Bewick Park (SW-Bound),twratdgd,Middle Engine Lane Bewick Park,Outside Wickes,Middle Engine Lane,SW-Bound,SW,Battle Hill,,Battle Hill
410000010304,Middle Engine Lane Cobalt South (N-Bound),twratdgm,Middle Engine Lane Cobalt South,Opposite Stephenson Railway Museum,Middle Engine Lane,N-Bound,N,Silverlink,,Silver Link
410000010307,Middle Engine Lane Cobalt South (S-Bound),twratdgw,Middle Engine Lane Cobalt South,Outside Stephenson Railway Museum,Middle Engine Lane,S-Bound,S,Silverlink,,Silver Link
410000010305,Middle Engine Lane-Alder Road (NE-Bound),twratdgp,Middle Engine Lane-Alder Road,Opposite West Churton North Industrial Estate,Middle Engine Lane,NE-Bound,NE,Cobalt,,Cobalt
410000010988,Middle Engine Lane-B&q-N (NE-Bound),twrgwawt,Middle Engine Lane-B&q-N,Opposite B.q.superstore,Middle Engine Lane,NE-Bound,NE,HIgh Howdon,Howdon,Willington Square
410000010306,Middle Engine Lane-New York Way (SW-Bound),twratdgt,Middle Engine Lane-New York Way,Outside West Chirton North Industrial Estate,Middle Engine Lane,SW-Bound,SW,Cobalt,,Cobalt
410000024541,Midmoor Road-Exeter Street (E-Bound),twrgadaw,Midmoor Road-Exeter Street,Opposite Pallion Methodist Church,East Moor Road,E-Bound,E,Pallion,,Pallion
410000024535,Midmoor Road-Fourstones Road (W-Bound),twrgadad,Midmoor Road-Fourstones Road,Junction With Fourstones Road,Midmoor Road,W-Bound,W,Ford,,Ford
410000024534,Midmoor Road-Mortimer Street (W-Bound),twrdwtwt,Midmoor Road-Mortimer Street,West Of Pallion Methodist Church,Midmoor Road,W-Bound,W,Pallion,,Pallion
410000024540,Midmoor Road-Plantation Road (NE-Bound),twrgadat,Midmoor Road-Plantation Road,45m East Of Plantation Road,Midmoor Road,NE-Bound,NE,Ford,,Ford
410000042200,Mile End Road (E-Bound),twrgmjga,Mile End Road,Outside Bus Depot,Palatine Street,E-Bound,E,South Shields,,South Shields
410000042211,Mile End Road (N-Bound),twrgmjmj,Mile End Road,Outside Clasper Court,Mile End Road,N-Bound,N,South Shields,,South Shields
410000042201,Mile End Road (W-Bound),twrgmjgd, Mile End Road,Opposite Bus Depot,Palatine Street,W-Bound,W,South Shields,,South Shields
410000042010,Mile End Road-Clasper Court (N-Bound),twrgmapa,Mile End Road-Clasper Court,Outside Clasper Court,MILE END ROAD,N-Bound,N,South Shields,,South Shields
410000042011,Mile End Road-Clasper Court (S-Bound),twrgmapd,Mile End Road-Clasper Court,Opposite Clasper Court,Mile End Road,S-Bound,S,South Shields,,South Shields
410000042202,Mile End Road-St Stephens Church (S-Bound),twrgmjgj,Mile End Road-St Stephens Church,Outside St Stephen's Church,Mile End Road,S-Bound,S,South Shields,,South Shields
410000029906,Mill Hill Road-Baffin Court (S-Bound),twrgdwpt,Mill Hill Road-Baffin Court,Opposite Doxford Park Shopping Centre,Mill Hall Road,S-Bound,S,Doxford Park,,Doxford Park
410000029090,Mill Hill Road-Shetland Court (NW-Bound),twrgdtgj,Mill Hill Road-Shetland Court,40m South East Of Shetland Court Junction,Mill Hill Road,NW-Bound,NW,Doxford Park,,Doxford Park
410000029091,Mill Hill Road-Wansbeck Court (SW-Bound),twrgdtgm,Mill Hill Road-Wansbeck Court,Outside Wansbeck Court,Mill Hill Road,SW-Bound,SW,Doxford Park,,Doxford Park
410000022021,Mill House Inn (NE-Bound),twrdpmad,Mill House Inn,Outside The Mill House Public House,B1288,NE-Bound,NE,Springwell,Washington,Springwell
410000022010,Mill House Inn (SW-Bound),twrdpjtm,Mill House Inn,Opposite The Mill House Public House,B1288,SW-Bound,SW,Springwell,Washington,Springwell
410000018020,Mill Lane - Croftside Avenue (N-Bound),twrdmwmt,Mill Lane - Croftside Avenue,Outside Library,Mill Lane,N-Bound,N,Whitburn,,Whitburn
410000018009,Mill Lane - Croftside Avenue (S-Bound),twrdmwjd,Mill Lane - Croftside Avenue,Opposite The Grey Horse Public House,Mill Lane,S-Bound,S,Whitburn,,Whitburn
410000018003,Mill Lane-Church (S-Bound),twrdmwgj,Mill Lane-Church,60m South Of All Souls Church,MILL LANE,S-Bound,S,Whitburn,,Whitburn
410000018006,Mill Lane-Lilac Avenue (S-Bound),twrdmwgt,Mill Lane-Lilac Avenue,Opposite Marsden County Primary School,Mill Lane,S-Bound,S,Whitburn,,Whitburn
410000016206,Mill Lane-Mill Tavern (E-Bound),twrdjwaw,Mill Lane-Mill Tavern,Outside The Mill Tavern Public House,Mill Lane,E-Bound,E,Hebburn,,Hebburn
410000018024,Mill Lane-Playground (N-Bound),twrdmwpg,Mill Lane-Playground,Outside Playground North Of Whitburn Lodge,Mill Lane,N-Bound,N,Whitburn,,Whitburn
410000018021,Mill Lane-Poplar Drive (N-Bound),twrdmwmw,Mill Lane-Poplar Drive,Opposite Rifle Range,Mill Lane,N-Bound,N,Whitburn,,Whitburn
410000018023,Mill Lane-Primary School (N-Bound),twrdmwpd,Mill Lane-Primary School,Outside Marsden County Primary School,Mill Lane,N-Bound,N,Whitburn,,Whitburn
